lang,tokenization,vocab_size,eval_data,metric_type,mean_value,seed
EN,bpe,8192,en,bpb,1.8270438616670344,55
DE,bpe,8192,de,bpb,1.5666185231389744,55
DE,bpe,8192,de-p,bpb,1.6011060492179403,55
DE,bpe,8192,DE_lowest,bpb,1.5138589366590227,55
DE,bpe,8192,DE_highest,bpb,1.6703368771928615,55
EN,bpe,32768,en,bpb,1.8034592843464068,55
DE,bpe,32768,de,bpb,1.5535536874513949,55
DE,bpe,32768,de-p,bpb,1.582930458136708,55
DE,bpe,32768,DE_lowest,bpb,1.4995425373156115,55
DE,bpe,32768,DE_highest,bpb,1.6594894657827906,55
EN,bpe,49152,en,bpb,1.785017321348509,55
DE,bpe,49152,de,bpb,1.5487537085032204,55
DE,bpe,49152,de-p,bpb,1.5775985463308435,55
DE,bpe,49152,DE_lowest,bpb,1.4968609236176726,55
DE,bpe,49152,DE_highest,bpb,1.6547049877791653,55
EN,bpe,65536,en,bpb,1.7781781167487325,55
DE,bpe,65536,de,bpb,1.5519506581428573,55
DE,bpe,65536,de-p,bpb,1.5805814952824244,55
DE,bpe,65536,DE_lowest,bpb,1.4996155583967714,55
DE,bpe,65536,DE_highest,bpb,1.658531148417892,55
EN,bpe,81920,en,bpb,1.7749070890029048,55
DE,bpe,81920,de,bpb,1.5464816927890643,55
DE,bpe,81920,de-p,bpb,1.5798452796177966,55
DE,bpe,81920,DE_lowest,bpb,1.4939815950609925,55
DE,bpe,81920,DE_highest,bpb,1.6562962275848765,55
EN,bpe,8192,en,cpb,1.827404461218464,55
DE,bpe,8192,de,cpb,1.596496743089195,55
DE,bpe,8192,de-p,cpb,1.635394747722074,55
DE,bpe,8192,DE_lowest,cpb,1.5432379051964835,55
DE,bpe,8192,DE_highest,cpb,1.7098558887152704,55
EN,bpe,32768,en,cpb,1.8038254886702985,55
DE,bpe,32768,de,cpb,1.5833823731751866,55
DE,bpe,32768,de-p,cpb,1.6168154166483069,55
DE,bpe,32768,DE_lowest,cpb,1.5295515884389574,55
DE,bpe,32768,DE_highest,cpb,1.6981868340655264,55
EN,bpe,49152,en,cpb,1.7853710714040236,55
DE,bpe,49152,de,cpb,1.578405112466758,55
DE,bpe,49152,de-p,cpb,1.6114914745444344,55
DE,bpe,49152,DE_lowest,cpb,1.5269584776378142,55
DE,bpe,49152,DE_highest,cpb,1.6928305473392762,55
EN,bpe,65536,en,cpb,1.7785426364995625,55
DE,bpe,65536,de,cpb,1.5817360275680208,55
DE,bpe,65536,de-p,cpb,1.6146663844345428,55
DE,bpe,65536,DE_lowest,cpb,1.5289040916890415,55
DE,bpe,65536,DE_highest,cpb,1.6982387349535917,55
EN,bpe,81920,en,cpb,1.7752521645418,55
DE,bpe,81920,de,cpb,1.576123005171044,55
DE,bpe,81920,de-p,cpb,1.6139327970511077,55
DE,bpe,81920,DE_lowest,cpb,1.5237323563047622,55
DE,bpe,81920,DE_highest,cpb,1.6954272614515002,55
EN,bpe,8192,en,ppl,131.82485251627165,55
DE,bpe,8192,de,ppl,73.45669327105983,55
DE,bpe,8192,de-p,ppl,82.7702737319647,55
DE,bpe,8192,DE_lowest,ppl,64.28088588455819,55
DE,bpe,8192,DE_highest,ppl,93.13945024367624,55
EN,bpe,32768,en,ppl,310.8965547903754,55
DE,bpe,32768,de,ppl,201.7518962879456,55
DE,bpe,32768,de-p,ppl,241.83330875483628,55
DE,bpe,32768,DE_lowest,ppl,170.81469350001493,55
DE,bpe,32768,DE_highest,ppl,267.26883179519575,55
EN,bpe,49152,en,ppl,357.80919342431787,55
DE,bpe,49152,de,ppl,260.3632161904294,55
DE,bpe,49152,de-p,ppl,313.32870799951985,55
DE,bpe,49152,DE_lowest,ppl,221.18217925192403,55
DE,bpe,49152,DE_highest,ppl,353.0113004903321,55
EN,bpe,65536,en,ppl,394.80635826009024,55
DE,bpe,65536,de,ppl,304.162040587225,55
DE,bpe,65536,de-p,ppl,380.74765821265686,55
DE,bpe,65536,DE_lowest,ppl,255.43617606132244,55
DE,bpe,65536,DE_highest,ppl,419.3296774250203,55
EN,bpe,81920,en,ppl,417.89051152514486,55
DE,bpe,81920,de,ppl,332.5041669337535,55
DE,bpe,81920,de-p,ppl,419.9383392438521,55
DE,bpe,81920,DE_lowest,ppl,275.8589125324351,55
DE,bpe,81920,DE_highest,ppl,473.4446628699145,55
EN,bpe,8192,en,sent-nll,156.16031512165068,55
DE,bpe,8192,de,sent-nll,161.13617060661315,55
DE,bpe,8192,de-p,sent-nll,176.17647031211854,55
DE,bpe,8192,DE_lowest,sent-nll,156.43915022087097,55
DE,bpe,8192,DE_highest,sent-nll,173.57428444671632,55
EN,bpe,32768,en,sent-nll,154.269046875,55
DE,bpe,32768,de,sent-nll,159.9997461128235,55
DE,bpe,32768,de-p,sent-nll,175.1280534095764,55
DE,bpe,32768,DE_lowest,sent-nll,155.31880500793457,55
DE,bpe,32768,DE_highest,sent-nll,172.8398264389038,55
EN,bpe,49152,en,sent-nll,152.97028513145446,55
DE,bpe,49152,de,sent-nll,159.6317202205658,55
DE,bpe,49152,de-p,sent-nll,174.63379148483276,55
DE,bpe,49152,DE_lowest,sent-nll,155.0460931186676,55
DE,bpe,49152,DE_highest,sent-nll,172.51858657264708,55
EN,bpe,65536,en,sent-nll,152.1746400604248,55
DE,bpe,65536,de,sent-nll,159.85374355125427,55
DE,bpe,65536,de-p,sent-nll,174.7940024986267,55
DE,bpe,65536,DE_lowest,sent-nll,155.07872263145447,55
DE,bpe,65536,DE_highest,sent-nll,172.85181358909608,55
EN,bpe,81920,en,sent-nll,151.8573659248352,55
DE,bpe,81920,de,sent-nll,159.54895360183716,55
DE,bpe,81920,de-p,sent-nll,174.62380974578858,55
