lang,tokenization,vocab_size,eval_data,metric_type,mean_value,seed
EN,bpe,8192,en,bpb,2.0362865577468665,101
DE,bpe,8192,de,bpb,1.7318234311772485,101
DE,bpe,8192,de-p,bpb,1.776791422522893,101
DE,bpe,8192,DE_lowest,bpb,1.6945823890102516,101
DE,bpe,8192,DE_highest,bpb,1.8500507376904312,101
EN,bpe,32768,en,bpb,2.0381874806721014,101
DE,bpe,32768,de,bpb,1.6903300837881785,101
DE,bpe,32768,de-p,bpb,1.7552691795127102,101
DE,bpe,32768,DE_lowest,bpb,1.6657253150999205,101
DE,bpe,32768,DE_highest,bpb,1.789561486530935,101
EN,bpe,49152,en,bpb,1.9725201373366392,101
DE,bpe,49152,de,bpb,1.6485275330895608,101
DE,bpe,49152,de-p,bpb,1.7180228808513416,101
DE,bpe,49152,DE_lowest,bpb,1.6265326407527887,101
DE,bpe,49152,DE_highest,bpb,1.7845691274650892,101
EN,bpe,65536,en,bpb,1.988103610847067,101
DE,bpe,65536,de,bpb,1.6784057728729702,101
DE,bpe,65536,de-p,bpb,1.748039369995828,101
DE,bpe,65536,DE_lowest,bpb,1.659324675657594,101
DE,bpe,65536,DE_highest,bpb,1.7970572263598608,101
EN,bpe,81920,en,bpb,1.9724862012415805,101
DE,bpe,81920,de,bpb,1.678783269537052,101
DE,bpe,81920,de-p,bpb,1.7449093527117228,101
DE,bpe,81920,DE_lowest,bpb,1.6576292426664605,101
DE,bpe,81920,DE_highest,bpb,1.792319522955904,101
EN,bpe,8192,en,cpb,2.0362865577468665,101
DE,bpe,8192,de,cpb,1.7934174750114855,101
DE,bpe,8192,de-p,cpb,1.831571676574513,101
DE,bpe,8192,DE_lowest,cpb,1.76013027488463,101
DE,bpe,8192,DE_highest,cpb,1.9154094611193948,101
EN,bpe,32768,en,cpb,2.0381874806721014,101
DE,bpe,32768,de,cpb,1.750887667290971,101
DE,bpe,32768,de-p,cpb,1.808771643434402,101
DE,bpe,32768,DE_lowest,cpb,1.726520137641789,101
DE,bpe,32768,DE_highest,cpb,1.8556156390929552,101
EN,bpe,49152,en,cpb,1.9725201373366392,101
DE,bpe,49152,de,cpb,1.706180814084408,101
DE,bpe,49152,de-p,cpb,1.770674435362947,101
DE,bpe,49152,DE_lowest,cpb,1.68446953627984,101
DE,bpe,49152,DE_highest,cpb,1.8508383443578225,101
EN,bpe,65536,en,cpb,1.988103610847067,101
DE,bpe,65536,de,cpb,1.7401342002297753,101
DE,bpe,65536,de-p,cpb,1.8029864383394405,101
DE,bpe,65536,DE_lowest,cpb,1.720899859123281,101
DE,bpe,65536,DE_highest,cpb,1.8656546750819245,101
EN,bpe,81920,en,cpb,1.9724862012415805,101
DE,bpe,81920,de,cpb,1.739823824080074,101
DE,bpe,81920,de-p,cpb,1.7991621816025798,101
DE,bpe,81920,DE_lowest,cpb,1.7190252294571615,101
DE,bpe,81920,DE_highest,cpb,1.8584143442170575,101
EN,bpe,8192,en,ppl,147.36021543159453,101
DE,bpe,8192,de,ppl,103.94402363775994,101
DE,bpe,8192,de-p,ppl,104.37885183076858,101
DE,bpe,8192,DE_lowest,ppl,100.28570064708678,101
DE,bpe,8192,DE_highest,ppl,133.2661162750388,101
EN,bpe,32768,en,ppl,567.8894612369548,101
DE,bpe,32768,de,ppl,308.140491579665,101
DE,bpe,32768,de-p,ppl,363.2919515318235,101
DE,bpe,32768,DE_lowest,ppl,280.04338407778755,101
DE,bpe,32768,DE_highest,ppl,380.5606010548564,101
EN,bpe,49152,en,ppl,669.4289416671846,101
DE,bpe,49152,de,ppl,385.397538713926,101
DE,bpe,49152,de-p,ppl,471.21586690140646,101
DE,bpe,49152,DE_lowest,ppl,361.87923412695574,101
DE,bpe,49152,DE_highest,ppl,510.1478007087454,101
EN,bpe,65536,en,ppl,812.8005310406041,101
DE,bpe,65536,de,ppl,461.75411675969065,101
DE,bpe,65536,de-p,ppl,586.1247092349448,101
DE,bpe,65536,DE_lowest,ppl,413.63397933146183,101
DE,bpe,65536,DE_highest,ppl,592.9557902278123,101
EN,bpe,81920,en,ppl,789.6603879813408,101
DE,bpe,81920,de,ppl,562.2221296774577,101
