lang,tokenization,vocab_size,eval_data,metric_type,mean_value,seed
EN,bpe,8192,en,bpb,1.8229726604241132,101
DE,bpe,8192,de,bpb,1.573307365530487,101
DE,bpe,8192,de-p,bpb,1.6138905697040171,101
DE,bpe,8192,DE_lowest,bpb,1.5169670884846087,101
DE,bpe,8192,DE_highest,bpb,1.6696031273624825,101
EN,bpe,32768,en,bpb,1.792570248145596,101
DE,bpe,32768,de,bpb,1.563041318421415,101
DE,bpe,32768,de-p,bpb,1.5945637711763565,101
DE,bpe,32768,DE_lowest,bpb,1.5047850476693705,101
DE,bpe,32768,DE_highest,bpb,1.658948525868524,101
EN,bpe,49152,en,bpb,1.7807992004283515,101
DE,bpe,49152,de,bpb,1.5564967670325465,101
DE,bpe,49152,de-p,bpb,1.5887240649459893,101
DE,bpe,49152,DE_lowest,bpb,1.5007082404843617,101
DE,bpe,49152,DE_highest,bpb,1.6541460711243334,101
EN,bpe,65536,en,bpb,1.7710885108616792,101
DE,bpe,65536,de,bpb,1.558283521533854,101
DE,bpe,65536,de-p,bpb,1.589621649172723,101
DE,bpe,65536,DE_lowest,bpb,1.4994406195739234,101
DE,bpe,65536,DE_highest,bpb,1.6583137752720114,101
EN,bpe,81920,en,bpb,1.762186290618741,101
DE,bpe,81920,de,bpb,1.5522987151899834,101
DE,bpe,81920,de-p,bpb,1.5824536621586334,101
DE,bpe,81920,DE_lowest,bpb,1.4928280601595976,101
DE,bpe,81920,DE_highest,bpb,1.6567532537474978,101
EN,bpe,8192,en,cpb,1.823300983998161,101
DE,bpe,8192,de,cpb,1.6037371315370967,101
DE,bpe,8192,de-p,cpb,1.6491433616995503,101
DE,bpe,8192,DE_lowest,cpb,1.5469598153471282,101
DE,bpe,8192,DE_highest,cpb,1.7091915984166448,101
EN,bpe,32768,en,cpb,1.7928925081928784,101
DE,bpe,32768,de,cpb,1.593348288176734,101
DE,bpe,32768,de-p,cpb,1.62918309951919,101
DE,bpe,32768,DE_lowest,cpb,1.5349130179719706,101
DE,bpe,32768,DE_highest,cpb,1.6978413216264217,101
EN,bpe,49152,en,cpb,1.7811162238373948,101
DE,bpe,49152,de,cpb,1.5863743871015084,101
DE,bpe,49152,de-p,cpb,1.6232118539078173,101
DE,bpe,49152,DE_lowest,cpb,1.5304320048502331,101
DE,bpe,49152,DE_highest,cpb,1.6928833666195993,101
EN,bpe,65536,en,cpb,1.7714156740641025,101
DE,bpe,65536,de,cpb,1.5883462781822133,101
DE,bpe,65536,de-p,cpb,1.6243025506129232,101
DE,bpe,65536,DE_lowest,cpb,1.5286909345137778,101
DE,bpe,65536,DE_highest,cpb,1.6980466372742735,101
EN,bpe,81920,en,cpb,1.7625014370572198,101
DE,bpe,81920,de,cpb,1.5822930732489977,101
DE,bpe,81920,de-p,cpb,1.6171162086075377,101
DE,bpe,81920,DE_lowest,cpb,1.5222228718823216,101
DE,bpe,81920,DE_highest,cpb,1.6964130151777228,101
EN,bpe,8192,en,ppl,131.51618107110502,101
DE,bpe,8192,de,ppl,72.03576325476001,101
DE,bpe,8192,de-p,ppl,82.9342307869295,101
DE,bpe,8192,DE_lowest,ppl,62.740388902020385,101
DE,bpe,8192,DE_highest,ppl,91.47867319152505,101
EN,bpe,32768,en,ppl,321.30071025705047,101
DE,bpe,32768,de,ppl,204.50117906768295,101
DE,bpe,32768,de-p,ppl,250.61801679276817,101
DE,bpe,32768,DE_lowest,ppl,171.69554241554127,101
DE,bpe,32768,DE_highest,ppl,271.58067507111986,101
EN,bpe,49152,en,ppl,374.2602312520659,101
DE,bpe,49152,de,ppl,262.754149406771,101
DE,bpe,49152,de-p,ppl,326.4765240800872,101
DE,bpe,49152,DE_lowest,ppl,219.3991600389929,101
DE,bpe,49152,DE_highest,ppl,359.7813404817408,101
EN,bpe,65536,en,ppl,401.77365245011794,101
DE,bpe,65536,de,ppl,311.0000758739855,101
DE,bpe,65536,de-p,ppl,390.6134790264276,101
DE,bpe,65536,DE_lowest,ppl,256.36533727617467,101
DE,bpe,65536,DE_highest,ppl,428.56485193301415,101
EN,bpe,81920,en,ppl,415.2153475701552,101
DE,bpe,81920,de,ppl,340.04382132462007,101
DE,bpe,81920,de-p,ppl,426.49405915907903,101
DE,bpe,81920,DE_lowest,ppl,280.2944803925596,101
DE,bpe,81920,DE_highest,ppl,482.8234467345253,101
EN,bpe,8192,en,sent-nll,153.73398757886886,101
DE,bpe,8192,de,sent-nll,160.486472905159,101
DE,bpe,8192,de-p,sent-nll,176.04193621730803,101
DE,bpe,8192,DE_lowest,sent-nll,154.73499169540406,101
DE,bpe,8192,DE_highest,sent-nll,171.73470842647552,101
EN,bpe,32768,en,sent-nll,151.444693441391,101
DE,bpe,32768,de,sent-nll,159.84734580421448,101
DE,bpe,32768,de-p,sent-nll,174.67915677261354,101
DE,bpe,32768,DE_lowest,sent-nll,153.82121484565735,101
DE,bpe,32768,DE_highest,sent-nll,171.23643215560912,101
EN,bpe,49152,en,sent-nll,150.65137869930268,101
DE,bpe,49152,de,sent-nll,159.5440206003189,101
DE,bpe,49152,de-p,sent-nll,174.25089665222168,101
DE,bpe,49152,DE_lowest,sent-nll,153.61581031894684,101
DE,bpe,49152,DE_highest,sent-nll,171.08031682777406,101
EN,bpe,65536,en,sent-nll,149.8461839799881,101
DE,bpe,65536,de,sent-nll,159.6022697496414,101
DE,bpe,65536,de-p,sent-nll,174.24142759132386,101
DE,bpe,65536,DE_lowest,sent-nll,153.59428657531737,101
DE,bpe,65536,DE_highest,sent-nll,171.298944981575,101
EN,bpe,81920,en,sent-nll,148.99120221996307,101
DE,bpe,81920,de,sent-nll,159.06520291137696,101
DE,bpe,81920,de-p,sent-nll,173.63757085704805,101
DE,bpe,81920,DE_lowest,sent-nll,153.01011697101592,101
DE,bpe,81920,DE_highest,sent-nll,171.02244554805756,101
EN,bpe,8192,en,mrr,0.3122435501832822,101
DE,bpe,8192,de,mrr,0.3612391415241479,101
DE,bpe,8192,de-p,mrr,0.3445122752641155,101
DE,bpe,8192,DE_lowest,mrr,0.3304658419049326,101
DE,bpe,8192,DE_highest,mrr,0.3803818514761171,101
EN,bpe,32768,en,mrr,0.2554462814866224,101
DE,bpe,32768,de,mrr,0.2816786174672575,101
DE,bpe,32768,de-p,mrr,0.2620590430503441,101
DE,bpe,32768,DE_lowest,mrr,0.249735570441012,101
DE,bpe,32768,DE_highest,mrr,0.3036611263705625,101
EN,bpe,49152,en,mrr,0.2513551923504312,101
DE,bpe,49152,de,mrr,0.2681757881493357,101
DE,bpe,49152,de-p,mrr,0.2449967229902583,101
DE,bpe,49152,DE_lowest,mrr,0.2347564091314429,101
DE,bpe,49152,DE_highest,mrr,0.289067358094676,101
EN,bpe,65536,en,mrr,0.2494602418832426,101
DE,bpe,65536,de,mrr,0.2605587722980519,101
DE,bpe,65536,de-p,mrr,0.2378625383074209,101
DE,bpe,65536,DE_lowest,mrr,0.2275658022749485,101
DE,bpe,65536,DE_highest,mrr,0.2814405858810354,101
EN,bpe,81920,en,mrr,0.2492647578707221,101
DE,bpe,81920,de,mrr,0.2565936745551194,101
DE,bpe,81920,de-p,mrr,0.2340481649668321,101
DE,bpe,81920,DE_lowest,mrr,0.2222583028792701,101
DE,bpe,81920,DE_highest,mrr,0.277156218195394,101
EN,bpe,8192,en,token-nll,4.879129894018173,101
DE,bpe,8192,de,token-nll,4.277162707567215,101
DE,bpe,8192,de-p,token-nll,4.41804789352417,101
DE,bpe,8192,DE_lowest,token-nll,4.139005401372909,101
DE,bpe,8192,DE_highest,token-nll,4.516105865240097,101
EN,bpe,32768,en,token-nll,5.7723774766922,101
DE,bpe,32768,de,token-nll,5.320573741078377,101
DE,bpe,32768,de-p,token-nll,5.523929934501648,101
DE,bpe,32768,DE_lowest,token-nll,5.145722806096077,101
DE,bpe,32768,DE_highest,token-nll,5.604259240984916,101
EN,bpe,49152,en,token-nll,5.924951360940933,101
DE,bpe,49152,de,token-nll,5.571218801856041,101
DE,bpe,49152,de-p,token-nll,5.78835804438591,101
DE,bpe,49152,DE_lowest,token-nll,5.390892719388008,101
DE,bpe,49152,DE_highest,token-nll,5.885496459364891,101
EN,bpe,65536,en,token-nll,5.995888876438141,101
DE,bpe,65536,de,token-nll,5.7397931561470035,101
DE,bpe,65536,de-p,token-nll,5.967718526363373,101
DE,bpe,65536,DE_lowest,token-nll,5.546603525876999,101
DE,bpe,65536,DE_highest,token-nll,6.0604420729875565,101
EN,bpe,81920,en,token-nll,6.028797295451164,101
DE,bpe,81920,de,token-nll,5.829074495553971,101
DE,bpe,81920,de-p,token-nll,6.055598437547684,101
DE,bpe,81920,DE_lowest,token-nll,5.635840766191483,101
DE,bpe,81920,DE_highest,token-nll,6.1796510521173476,101
EN,bpe,8192,en,bpb,1.825982248422721,100
DE,bpe,8192,de,bpb,1.582462114322427,100
DE,bpe,8192,de-p,bpb,1.613058780058471,100
DE,bpe,8192,DE_lowest,bpb,1.5218049771298965,100
DE,bpe,8192,DE_highest,bpb,1.673772269596567,100
EN,bpe,32768,en,bpb,1.7964593842919316,100
DE,bpe,32768,de,bpb,1.5690448075155845,100
DE,bpe,32768,de-p,bpb,1.592068059184573,100
DE,bpe,32768,DE_lowest,bpb,1.5077553457739012,100
DE,bpe,32768,DE_highest,bpb,1.6635193123237368,100
EN,bpe,49152,en,bpb,1.7797453981494114,100
DE,bpe,49152,de,bpb,1.5646477227688516,100
DE,bpe,49152,de-p,bpb,1.5882712872928328,100
DE,bpe,49152,DE_lowest,bpb,1.50252241456236,100
DE,bpe,49152,DE_highest,bpb,1.658522326053425,100
EN,bpe,65536,en,bpb,1.7759221871638302,100
DE,bpe,65536,de,bpb,1.5689161267469676,100
DE,bpe,65536,de-p,bpb,1.5910357857009525,100
DE,bpe,65536,DE_lowest,bpb,1.5047288254831075,100
DE,bpe,65536,DE_highest,bpb,1.666224793563064,100
EN,bpe,81920,en,bpb,1.7666872709021688,100
DE,bpe,81920,de,bpb,1.5611877114048651,100
DE,bpe,81920,de-p,bpb,1.584662660125853,100
