lang,tokenization,vocab_size,eval_data,metric_type,mean_value,seed
EN,bpe,8192,en,bpb,1.8246656669439525,67
DE,bpe,8192,de,bpb,1.6405669972379122,67
DE,bpe,8192,de-p,bpb,1.6518723691690553,67
DE,bpe,8192,DE_lowest,bpb,1.549406201331089,67
DE,bpe,8192,DE_highest,bpb,1.7182591739203499,67
EN,bpe,32768,en,bpb,1.8065647545806822,67
DE,bpe,32768,de,bpb,1.6349499930401452,67
DE,bpe,32768,de-p,bpb,1.62347134221885,67
DE,bpe,32768,DE_lowest,bpb,1.534002882745545,67
DE,bpe,32768,DE_highest,bpb,1.7094612587121667,67
EN,bpe,49152,en,bpb,1.79103921446184,67
DE,bpe,49152,de,bpb,1.6088672845189351,67
DE,bpe,49152,de-p,bpb,1.6070920039977787,67
DE,bpe,49152,DE_lowest,bpb,1.5333256791030456,67
DE,bpe,49152,DE_highest,bpb,1.6909301237062317,67
EN,bpe,65536,en,bpb,1.78688718270242,67
DE,bpe,65536,de,bpb,1.6137943612822445,67
DE,bpe,65536,de-p,bpb,1.617761914549636,67
DE,bpe,65536,DE_lowest,bpb,1.5397494549092727,67
DE,bpe,65536,DE_highest,bpb,1.6973593626360906,67
EN,bpe,81920,en,bpb,1.7768419247960159,67
DE,bpe,81920,de,bpb,1.6111993223141148,67
DE,bpe,81920,de-p,bpb,1.6095767878810372,67
DE,bpe,81920,DE_lowest,bpb,1.5275711076135496,67
DE,bpe,81920,DE_highest,bpb,1.698909303378982,67
EN,bpe,8192,en,cpb,1.8262027337043432,67
DE,bpe,8192,de,cpb,1.6764735244647389,67
DE,bpe,8192,de-p,cpb,1.6942200817161817,67
DE,bpe,8192,DE_lowest,cpb,1.579919724182088,67
DE,bpe,8192,DE_highest,cpb,1.7602722826026538,67
EN,bpe,32768,en,cpb,1.8081291101682142,67
DE,bpe,32768,de,cpb,1.6708205786840151,67
DE,bpe,32768,de-p,cpb,1.664977865764334,67
DE,bpe,32768,DE_lowest,cpb,1.564786332396099,67
DE,bpe,32768,DE_highest,cpb,1.7506062806871288,67
EN,bpe,49152,en,cpb,1.7925162817593232,67
DE,bpe,49152,de,cpb,1.6419644443859474,67
DE,bpe,49152,de-p,cpb,1.6466376529830657,67
DE,bpe,49152,DE_lowest,cpb,1.5652378012010806,67
DE,bpe,49152,DE_highest,cpb,1.7282249609493365,67
EN,bpe,65536,en,cpb,1.7884489556040282,67
DE,bpe,65536,de,cpb,1.6479822069731973,67
DE,bpe,65536,de-p,cpb,1.6577350157008957,67
DE,bpe,65536,DE_lowest,cpb,1.5706115996513168,67
DE,bpe,65536,DE_highest,cpb,1.7371622826016033,67
EN,bpe,81920,en,cpb,1.7783145967431093,67
DE,bpe,81920,de,cpb,1.6449107788863053,67
DE,bpe,81920,de-p,cpb,1.6494165767038118,67
DE,bpe,81920,DE_lowest,cpb,1.5594752487652455,67
DE,bpe,81920,DE_highest,cpb,1.7368949514136645,67
EN,bpe,8192,en,ppl,127.21219103084776,67
DE,bpe,8192,de,ppl,81.04842077545936,67
DE,bpe,8192,de-p,ppl,87.07062202514618,67
