,Sentences,Epoch-10
0,"Боже ж ты мой, всё сегодня просто в ударе.",1.0318796179549972
1,- Я знаю.,1.8301057153933389
2,"Они расскажут о 30 предпринимателях, которым еще нет 30ти.",1.0988742315677416
3,Спросила бы сперва меня.,0.9194869188682963
4,"- Всё, что ты мне говорил, это ложь.",0.800661272671448
5,Издеваешься?,0.9894142163520065
6,"Может, вам стоит ей это рассказать.",0.5270757433173189
7,"Белка, белка, белка! Ты где орешки потерял?",1.3446917229838233
8,"Папа, у этого кафе нулевой рейтинг!",1.0011891290142676
9,Не смей уходить.,0.5324875597045197
10,"Он повел мяч к корзине, судья объявил фол, а Мэджик бросил мяч вверх к куполу зала и начал кричать:",1.1903198713731302
11,"После нашего разговора я разыскал этого идиота Стива, шоб отчитать его и зарядить ему в рыло за его же идиотизм.",1.2362680368157808
12,Минутку.,1.8988100916560975
13,"Мне насрать, даже если он пытается сплавить свои яйца.",0.6621925082477108
14,Нас было пятеро.,0.8891406264887824
15,- Потом поговорим.,0.8498242360664783
16,Почему позволила лгать тебе?,0.7130402821481595
17,Мы так не договаривались.,0.2655426486134359
18,"Как только я это сказал, она побежала.",0.6549213460402914
19,Думаешь? Тогда попробуй это.,0.7118033600958944
20,Я много о вас слышала.,0.5482361694931183
21,"Как и в его воле решать, кто победит.",0.9923100498737639
22,Ненависть - это бремя.,1.1478612489629385
23,"Мы должны бороться с отсутствием возможностей, работы надлежащей системы здравоохранения и образования.",0.5757192985218973
24,Также есть сообщения и мобильный банк.,1.0293730474472351
25,Я его уже использовал.,0.6903913312197796
26,Без твоего источника это не серия убийств.,0.8133888471008561
27,Высокий.,1.438404004956876
28,Вы молодцы.,0.6159942505928218
29,Мне следовало бы сидеть за письменным столом.,0.6358666229441972
30,Это всего лишь игра!,0.5420896594848745
31,Раскрыл 95% преступлений.,1.179024498885008
32,Как говорится:,0.6430882704071756
33,- Да ни в чем.,1.7219538402105408
34,"Жизни, что они посвятили Укрытию. Как мы посвящаем.",1.1471959456777976
35,"Я спрашиваю, где моя жена?",0.6120593952171751
36,"Эй, этой мой любимый работник бюро.",1.1074330440550093
37,Посещения до девяти.,1.1059309223493976
38,"Возможно, все смотрели на нее из-за прорехи в платье?",1.043225122905975
39,Результаты пока без изменений.,0.8604567194907696
40,Нужно спуститься до уровня леса.,0.6729886574655478
41,"Боже, мне так хорошо.",0.4776671059307124
42,Вернетесь за ней.,1.0016038796628173
43,"Ибо услышала о Нем женщина, у которой дочь одержима была нечистым духом, и, придя, припала к ногам Его;",0.8842410527143353
44,"Мы считаем карты, за блэкджеком. Чтобы выиграть у казино.",1.2426881009229207
45,Со счету уже сбился.,1.6236325608536304
46,"Я думал, что смогу попробовать анализировать тебя И добраться до истоков твоей тревоги",0.7808981163138335
47,Я очень устал.,0.6387280455900574
48,"- Нам тоже ехать, шеф?",1.5802139303072622
49,Сделать то же самое.,0.5638231835111414
50,Перила и рампы для любителей безопасности.,1.0884507859220551
51,- В бизнес-школе то же самое.,1.1691753739213042
52,Но ты забей.,1.1751676085116223
53,Все теряют речи дар,1.373053663833984
54,— И такую же кепку.,1.635200846844051
55,"""Хоук-2"", отменить и вернуться на базу.",1.3316337171665094
56,"Я хотел попробовать дверь в хранилище, но здесь с этой стороны перед ней лучи лазера.",0.9567796726180425
57,"Я в большом доме с женщиной, которая говорит, что она твой друг.",0.6141919737910263
58,Однажды я тоже умру.,0.8824955700498683
59,"Какая в нём ценность, если он фальшивый?",0.8772568256311197
60,"Но он знал, что физический труд позволяет выживать, но не жить.",0.7777793566762777
61,Чёртовы понедельники.,1.0154414994520828
62,Ты... У тебя депрессия.,0.9262482504168041
63,Что еще за старый друг?,0.6836428830090798
64,Почему я с вами согласилась?,0.5694520115597176
65,Я-то тут причём?,1.0582271369545513
66,Удачной прогулки!,1.1379631094087734
67,Я должен вас предупредить.,0.3920300384204002
68,Я нашел рецензию.,1.11315444558699
69,"Этим летом, когда у вас будет день гриля с семьёй, только один соус сочетает в себе сладость и остринку, которые любят все. - Мисс...",1.1682014796408275
70,Помощь с диспетчером Automake и хранилищем информации о классах,1.3006263143553116
71,"Да, чтобы все было путем.",0.7938125667333906
72,Этого не может быть.,0.6589626101072402
73,Ты её слышал.,0.862796700483396
74,Один из койотов совокуплялся с моим черепом.,0.9947162625718388
75,Согласна?,1.6795433967482987
76,"Братия, я не почитаю себя достигшим; а только, забывая заднее и простираясь вперед,",1.3466317510096537
77,"Я сразу вижу, когда люди тебя не видят.",0.7660786426425252
78,"ЛУЧШИЕ ИГРОКИ ""МЕНЕДЖЕРА АКВАРИУМА""",2.2426156664791415
79,"Люди, которые путешествуют, имеют более широкие взгляды.",0.6051257191435132
80,Оно обязано быть в словаре!,1.3484148536559752
81,Шаблон: Фрэнсис Бэкон,1.8184685603505266
82,"Да, а он? Он заменит?",1.5965952589436154
83,Любая моя фотка в Инстаграм кого-нибудь бесит.,1.006021066216642
84,Мы их не найдём.,0.6851978974048251
85,Кто может это знать?,0.4560521662663053
86,"- Мидж, у меня есть средства. - Откуда?",1.0448360882915888
87,"Ценой этому были жизни, руки, ноги и тд.",1.5494071505788807
88,Так теперь ты говоришь по-французски.,0.4440222990742221
89,-Нет сигнала.,1.2516933221826698
90,Иначе всё полетит к чертям.,0.9706962509114233
91,Какое облегчение! Ведь я проверял ваши счета.,0.8777599862774504
92,"Девять утра, я пишу пару текстов",1.1395032436994312
93,В 1998 году я потеряла свою репутацию и чувство собственного достоинства.,0.5812260341409047
94,Тебе нравится нападать на себе подобных?,0.6591138226251088
95,Хочу ее победить.,0.6918732446961625
96,"Ну, Сэму лучше.",1.3129822330374772
97,Не смей открывать рот.,0.644008986143287
