,Sentences,Epoch-10
0,"Боже ж ты мой, всё сегодня просто в ударе.",0.24467077900599898
1,- Я знаю.,0.2778099031954082
2,"Они расскажут о 30 предпринимателях, которым еще нет 30ти.",0.13487857072005924
3,Спросила бы сперва меня.,0.21056618439930594
4,"- Всё, что ты мне говорил, это ложь.",0.5667936117936118
5,Издеваешься?,0.3424603174603174
6,"Может, вам стоит ей это рассказать.",0.4320685227733478
7,"Белка, белка, белка! Ты где орешки потерял?",0.2277535202744245
8,"Папа, у этого кафе нулевой рейтинг!",0.18878699636372806
9,Не смей уходить.,0.1975438596491228
10,"Он повел мяч к корзине, судья объявил фол, а Мэджик бросил мяч вверх к куполу зала и начал кричать:",0.10030902734849093
11,"После нашего разговора я разыскал этого идиота Стива, шоб отчитать его и зарядить ему в рыло за его же идиотизм.",0.18067033822059797
12,Минутку.,0.12403428279621688
13,"Мне насрать, даже если он пытается сплавить свои яйца.",0.32660386579505396
14,Нас было пятеро.,0.3356371138297203
15,- Потом поговорим.,0.35423396594656437
16,Почему позволила лгать тебе?,0.31329896054924067
17,Мы так не договаривались.,0.640625
18,"Как только я это сказал, она побежала.",0.31493347338935573
19,Думаешь? Тогда попробуй это.,0.3561287477954145
20,Я много о вас слышала.,0.3959160613397902
21,"Как и в его воле решать, кто победит.",0.2869326936726969
22,Ненависть - это бремя.,0.343069580150053
23,"Мы должны бороться с отсутствием возможностей, работы надлежащей системы здравоохранения и образования.",0.25137432117960024
24,Также есть сообщения и мобильный банк.,0.1555526779091993
25,Я его уже использовал.,0.27884386555852525
26,Без твоего источника это не серия убийств.,0.29757574190681246
27,Высокий.,0.07203170773737722
28,Вы молодцы.,0.5005257623554153
29,Мне следовало бы сидеть за письменным столом.,0.43150334250086814
30,Это всего лишь игра!,0.37725225225225223
31,Раскрыл 95% преступлений.,0.1820416126643443
32,Как говорится:,0.08764367816091953
33,- Да ни в чем.,0.2678999579591982
34,"Жизни, что они посвятили Укрытию. Как мы посвящаем.",0.2949207129563494
35,"Я спрашиваю, где моя жена?",0.4305624483043838
36,"Эй, этой мой любимый работник бюро.",0.31072958652489097
37,Посещения до девяти.,0.021020690484782868
38,"Возможно, все смотрели на нее из-за прорехи в платье?",0.36787205942417667
39,Результаты пока без изменений.,0.18725151951150085
40,Нужно спуститься до уровня леса.,0.21010852713178294
41,"Боже, мне так хорошо.",0.494551282051282
42,Вернетесь за ней.,0.204520697167756
43,"Ибо услышала о Нем женщина, у которой дочь одержима была нечистым духом, и, придя, припала к ногам Его;",0.2932881183210898
44,"Мы считаем карты, за блэкджеком. Чтобы выиграть у казино.",0.2526928708043909
45,Со счету уже сбился.,0.12912277689745566
46,"Я думал, что смогу попробовать анализировать тебя И добраться до истоков твоей тревоги",0.2431978581212499
47,Я очень устал.,0.3658730158730159
48,"- Нам тоже ехать, шеф?",0.14880265225016412
49,Сделать то же самое.,0.5203030303030303
50,Перила и рампы для любителей безопасности.,0.13826384696288693
51,- В бизнес-школе то же самое.,0.4407171839536459
52,Но ты забей.,0.2500346716593856
53,Все теряют речи дар,0.0006831581014491186
54,— И такую же кепку.,0.4003370241876677
55,"""Хоук-2"", отменить и вернуться на базу.",0.29742838659465587
56,"Я хотел попробовать дверь в хранилище, но здесь с этой стороны перед ней лучи лазера.",0.2293394195056998
57,"Я в большом доме с женщиной, которая говорит, что она твой друг.",0.42775507822176495
58,Однажды я тоже умру.,0.4494054054054054
59,"Какая в нём ценность, если он фальшивый?",0.352079254595016
60,"Но он знал, что физический труд позволяет выживать, но не жить.",0.33747303684077845
61,Чёртовы понедельники.,0.4171454925014636
62,Ты... У тебя депрессия.,0.27301151357464665
63,Что еще за старый друг?,0.33427489656997855
64,Почему я с вами согласилась?,0.3252684563758389
65,Я-то тут причём?,0.44524255618595243
66,Удачной прогулки!,0.037806703878132446
67,Я должен вас предупредить.,0.5217687074829932
68,Я нашел рецензию.,0.3775331302627663
69,"Этим летом, когда у вас будет день гриля с семьёй, только один соус сочетает в себе сладость и остринку, которые любят все. - Мисс...",0.20082671104380995
70,Помощь с диспетчером Automake и хранилищем информации о классах,0.1736459183371208
71,"Да, чтобы все было путем.",0.5226587301587301
72,Этого не может быть.,0.38344594594594594
73,Ты её слышал.,0.19275929549902152
74,Один из койотов совокуплялся с моим черепом.,0.3590022401408072
75,Согласна?,0.07950543024227234
76,"Братия, я не почитаю себя достигшим; а только, забывая заднее и простираясь вперед,",0.18559386505886633
77,"Я сразу вижу, когда люди тебя не видят.",0.31524147589857293
78,"ЛУЧШИЕ ИГРОКИ ""МЕНЕДЖЕРА АКВАРИУМА""",0.13251061540932577
79,"Люди, которые путешествуют, имеют более широкие взгляды.",0.36007805129699416
80,Оно обязано быть в словаре!,0.2559228530561963
81,Шаблон: Фрэнсис Бэкон,0.012173987289979666
82,"Да, а он? Он заменит?",0.22177602401282193
83,Любая моя фотка в Инстаграм кого-нибудь бесит.,0.27122148191708656
84,Мы их не найдём.,0.5276292335115864
85,Кто может это знать?,0.4444444444444444
86,"- Мидж, у меня есть средства. - Откуда?",0.4183571441836159
87,"Ценой этому были жизни, руки, ноги и тд.",0.19945520961260552
88,Так теперь ты говоришь по-французски.,0.3569047619047619
89,-Нет сигнала.,0.3377723311546841
90,Иначе всё полетит к чертям.,0.5009237037033886
91,Какое облегчение! Ведь я проверял ваши счета.,0.26089626334179467
92,"Девять утра, я пишу пару текстов",0.09940964468332958
93,В 1998 году я потеряла свою репутацию и чувство собственного достоинства.,0.2901415013179902
94,Тебе нравится нападать на себе подобных?,0.2922700007696147
95,Хочу ее победить.,0.3404171585989768
96,"Ну, Сэму лучше.",0.3125094190339839
97,Не смей открывать рот.,0.3240432098765432
98,- Откуда?,0.045493045493045496
99,"Дэниэл, что бы ты сделал, если бы мы дали тебе 20$?",0.38598079426536264
100,Ты же на днях фоткала ее фейковое появление в Адзабу.,0.13599165898104343
101,Она за это заживо сожрет.,0.24493628870569548
