,Sentences,Epoch-10
0,"Mein Güte, heute ist jeder in Form.",117.78712110586704
1,-Ich weiß.,98.25104084878062
2,"Es sind die 30 Unternehmer unter 30, die coole, trendige Sachen machen.",103.7393461276592
3,Scheiße! Wieso hast du mich nicht gefragt?,11.485527020120415
4,Es waren nur echt gute Lügen.,104.64590456529955
5,Übermütig geworden?,273.085670358385
6,Vielleicht sollten Sie es ihr sagen.,10.59887700516853
7,"Eichhörnchen, Eichhörnchen, wo, zum Teufel, sind nur Ihre Nüsse?",34.68100633377071
8,"""BEISS IN EINE LEGENDE"" Dad, das Restaurant hat keine Sterne auf Yelp.",133.9069654722602
9,Ihr könnt nicht einfach weggehen.,12.709316050520664
10,"Er zog zum Korb, und der Schiedsrichter pfiff Foul, und Magic warf den Ball hoch an die Decke und schrie:",68.85325238515621
11,"Nach unserem Gespräch habe ich diesen Idioten Steve aufgesucht, ihn zur Minna gemacht und ihm eine reingehauen, für das, was er war.",53.079474736544384
12,"Sekunde, ich werde nur kurz... Sekunde, ich werde nur kurz...",91.4701480846848
13,"Ja? Ist mir scheißegal,... falls er versucht hätte, seine Eier zusammenzuschmelzen.",55.27728161020834
14,Wir waren fünf.,85.14510497162229
15,-Ich melde mich.,59.30717497915741
16,Und du hast mich lügen lassen?,31.476632743462613
17,So war das nicht abgemacht.,5.601347546787418
18,"Als ich das sagte, rannte sie weg.",8.681069483169477
19,"Wenn dich das überrascht, versuch es hiermit.",42.00219673010839
20,Ich hörte viel über Sie.,28.750782649709873
21,"Und von seinem Willen hängt auch ab, wer es gewinnt.",139.67971273876105
22,Hass belastet.,141.23136029475333
23,"Wir müssen den Mangel an Möglichkeiten, an Arbeitsplätzen bekämpfen, wir müssen für das Gesundheitswesen und die Bildung kämpfen.",46.296464767168004
24,Es kann Nachrichten senden und hat eine Bankapp.,556.1098056382714
25,Ich habe sie schon mal benutzt.,19.684902298472576
26,Ohne deine Quelle liest sich das wie beliebige Morde.,142.19326818121124
27,Die große.,372.7898238005764
28,Du bist authentisch.,8.159052180579204
29,"An einen Schreibtisch, da gehör ich hin.",46.59161784969475
30,Es ist nur ein Spiel!,11.468843349659183
31,Er brüstet sich mit 95 % Verurteilungen.,42.012462441084736
32,Wie sagt man?,21.206286815625045
33,- Gar nichts! Alles ist bestens!,263.67908601694387
34,"Sie haben ihre Leben dem Silo gewidmet, wie wir alle es jeden Tag tun.",41.855805893515075
35,Hey! Wo ist meine Frau?,13.753450389785895
36,Da kommt mein liebster FBI-Agent.,27.469787053824525
37,Das geht nur bis neun.,130.2092809101191
38,Und wenn sie wegen eines Risses im Kleid starrten?,46.123053218324166
39,Die Ergebnisse sind unverändert.,27.901980763840083
40,Wir müssen zur Baumgrenze.,15.68859817223658
41,Ich bin so glücklich.,10.478173968421917
42,Kommt dafür zurück.,103.03020146857608
43,"Denn ein Weib hatte von ihm gehört, deren Töchterlein einen unsauberen Geist hatte, und sie kam und fiel nieder zu seinen Füßen",42.68358665410338
44,Wir sind Kartenzähler am Blackjack-Tisch. Wir spielen gegen den Trend.,77.09654295921327
45,Wer kann da noch mitzählen?,47.12916020090742
46,"Ich dachte, ich könne versuchen, dich zu analysi- eren und zu den Wurzeln deiner Angst zu gelangen.",63.49129107755021
47,Ich bin müde.,12.112744531345703
48,-Sollen wir mitkommen?,117.89157864498384
49,Um das zu tun.,14.014431281521341
50,Viele Geländer und Rampen. Falls Sicherheit euer Ding ist.,309.3369904998132
51,Alle vom Internat haben auch Jobs.,144.44109543512795
52,Aber... schüttle es einfach ab.,23.76944100969895
53,Doch das Größte steht noch aus,71.30716836920517
54,-Und 'ne passende Kappe.,107.97256166953747
55,"Hawk-2, abbrechen und sofort umkehren.",41.65964677653084
56,"Okay, nun, ich meine, ich wollte die Tresortür versuchen, aber ein Laser überkreuzt sie auf dieser Seite.",64.21036768705791
57,"In einem großen Haus. Die Frau sagt, sie sei deine Freundin.",27.67468279706978
58,Irgendwann werde auch ich sterben.,88.20745695659974
59,"Ist sie überhaupt was wert, wenn sie unecht ist?",25.51270368313678
60,"Aber er wusste, dass Arbeit nur einen Unterhalt verdient, kein Leben.",65.82902384691852
61,Verdammte Montage.,20.671035969234982
62,Du... bist depressiv.,27.287192835452586
63,Welcher alte Freund?,92.84079767004309
64,Wieso habe ich diesem Plan zugestimmt?,28.183972402207793
65,Warum bin ich schuld?,13.590742035813975
66,Schönen Spaziergang!,12.277714590326992
67,Aber ich muss Sie warnen.,9.805874394877447
68,Hier ist eine Kritik.,14.988614624037023
69,"Diesen Sommer, wenn Sie mit der Familie grillen... gibt es nur eine Soße, die die Süße und Scharfe hat... die alle lieben.",72.21080244184185
70,Unterstützung bei der Automake-Verwaltung und der persistenten Klassenspeicherung,49.78409382192832
71,"Ja, aufs Reinhauen.",261.6121490945394
72,"Nein, das kannst du nicht sein.",8.66722577229512
73,Sie haben die Frau gehört.,31.223817433275375
74,Einer der Kojoten machte Liebe mit meinem Schädel.,91.3263272638337
75,Nicht wahr?,6.161388478752524
76,"Meine Brüder, ich schätze mich selbst noch nicht, daß ich's ergriffen habe. Eines aber sage ich: Ich vergesse, was dahinten ist, und strecke mich zu dem, was da vorne ist,",32.867390409494114
77,"Ich weiß, wie es ist, nicht gesehen zu werden.",8.050025342506647
78,TOPSPIELER AQUARIUMSMANAGER,30.994152310912533
79,"Wenn man reist, hat man eine umfassendere Weltanschauung.",23.075034335577666
80,Es muss sehr wohl... im Wörterbuch stehen.,60.288599826706644
81,Kategorie: Francis Bacon,49.236257205713166
82,Macht er das auch?,15.438156741711754
83,"Man kann kein Foto posten, ohne dass sich jemand aufregt.",29.56384303007986
84,Wir finden sie nie.,17.20100961289121
85,Wer könnte es wissen?,25.733255345064762
86,- Ich krieg das hin. Aber wie?,97.88909214260536
87,"Es waren Leben, Arme, Beine.",162.9046272726174
88,- Sprichst du doch Französisch?,156.6299374492722
89,-Kein Empfang.,164.08392528929375
90,Ansonsten geht alles den Bach runter.,9.901707379226556
91,"Da bin ich froh, denn ich sah mir die Konten an.",18.587302305442453
92,"Neun Uhr, ich schreibe ein paar Texte",62.373414409086124
93,1998 habe ich meinen Ruf und meine Würde verloren.,41.55334666658592
94,Greifst du gerne deinesgleichen an?,93.1476960724719
95,Ich will sie besiegen.,32.84724972173194
96,"Ja, Sam geht's besser.",48.35126356869128
97,Halt endlich die Klappe.,12.617099722760383
98,Warum sollte ich mich darüber ärgern?,24.07004319108726
99,"Daniel, was würden Sie tun, wenn wir Ihnen $20 geben?",26.90324891868544
100,"Sie wollte doch neulich, dass du ein Foto von ihr in Azabu fälschst.",61.973098845939695
101,Sie macht Ohrringe aus deinen Eiern.,67.19181767584882
102,Ihre Leber dehnt sich um das Achtfache aus.,41.92096086513108
103,"Welche Zweifel? Etwa die, von denen sie einen Nervenzusammenbruch erlitt?",38.53402857071095
104,Wir kriegen ein Baby!,31.7242028809921
105,Wenn uns jemand findet...,45.35112599220568
106,Habt ihr meine Freundin gesehen?,17.37520389785978
107,Tribunale werden einberufen.,49.203082690543134
108,"Mit Haken am Hinterteil sind sie am Fels verankert, aber manchmal ist die Strömung zu stark.",42.63254104631803
109,Vielleicht färbt das ab.,37.512736642257565
110,Wir nehmen Fett von unseren Hintern und spritzen es in unsere Wangen.,93.34386699207255
111,"Ja, das kannst du mir nicht versprechen.",8.312226623824102
112,"Was zur Hölle, Dot ...",50.97975896382679
113,"Das verstehst du nicht, Michelle.",18.76230786459452
114,Aber für die Osteuropäer war die plötzliche Verfügbarkeit von all diesen Konsumprodukten auf dem Markt wie eine Sintflut.,29.470414162721852
115,"Sie handeln nur mit Mirrorsoft, oder haben Sie Ihren Vertrag vergessen?",55.773156451639146
116,Ich muss rübergehen. Jetzt gleich.,63.07814601017149
117,"Folge dem hellsten Stern am Himmel, nördlich von Ha'rar.",27.807252801618308
118,Sie hat doch keine Schwierigkeiten?,91.45497084878517
119,"Nur weißt du, was das Problem ist, Emma?",18.339896738988006
120,"Doch, so ist es.",3.878153264043894
121,"Nun, ich denke, die FDA würde eine Lösung für die verheerende Opioid-Krise sehr begrüßen.",22.02823876655399
122,Als treue Freundin.,181.34638569750467
123,"Sie wirft mir etwas vor, was nie passieren würde.",28.38570051043009
124,"Neben mir ist ein Platz frei, Teddy.",56.07304395515994
125,Wir werden hier keine lebendigen Schwäne halten.,119.98432929180022
126,"Verfahren wir wie in Basra, Brega oder Damaskus.",129.25840563844181
127,Ich studierte vor 20 Jahren in einem Ort namens Seoraewon Medizin.,29.46537674030629
128,Du siehst wirklich gut aus.,10.018315698488154
129,Sie meinen es nicht ernst.,15.442633174544849
130,Wir hatten eine Dose in der Vorratskammer.,16.783522733249207
131,"Hey, Leute, er spielt ""Ja Ja Ding Dong""!",147.95810638111203
132,Entweder das oder du kommst raus und kannst deinem Kind noch eine Mutter sein.,59.42357586260441
133,Muss die Kleine mal?,167.56658689470032
134,"Das letzte Mal, als ich im Gericht war, ist 13 Jahre her.",21.961441020081182
135,Dann könnte ihre Mutter Ihre Anwaltskosten bezahlen.,128.75668510799093
136,-Zähle nur.,157.07855114822425
137,Er sagte mir eine Menge Dinge.,65.96476722080945
138,Wenn du gehst werden wir zwei überleben.,79.50528502656054
139,hermetischer,2602.931818159623
140,Wir gehen von fünf zu drei.,113.37111459029332
141,"Ich glaube, ich könnte noch ein paar helfende Hände gebrauchen.",44.53865185854261
142,"Nein, aber du gibst mir einfach die Dateien?",35.248508955099474
143,Vielleicht finde ich ihre Frequenz.,30.8108804636565
144,Was machst du da?,3.5774809889732033
145,"Reporter-Barbie, frag mich.",33.52640687024451
146,Ist das nicht schwer?,8.292084380212664
147,Ich dusche gleich.,36.02639559086654
148,"Ich vermute einfach mal, dass du das warst.",23.650724196500324
149,Die Stürme in dieser Gegend ziehen rasend schnell auf.,54.628436468473154
150,Sie sind unsichtbar.,22.843696670112557
151,"Stone kam, nahm ihn nicht.",146.20554658805614
