,Sentences,Epoch-10
0,- 好吧 那我告诉你们 神啊 今天个个都变聪明了,72.82192993164062
1,-我知道 西尔维,23.762569427490234
2,30名走在时代前沿的企业家,51.37834167480469
3,先确认一下我的感受,17.639020919799805
4,你告诉我的一切都是谎言,22.496994018554688
5,你是在嘲笑我们吗,10.851973533630371
6,或许你应该告诉她,14.779338836669922
7,小松鼠，你的蛋蛋去哪了？,33.89204788208008
8,爸，这个地方在点评网站一粒星都无,81.77735900878906
9,别他妈的当听不见,29.106468200683594
10,魔术师把球扔到了球馆的顶上 大喊着,70.20024108886719
11,咱们聊完以后 我找到那个白痴史蒂夫教训他 因为他那副德行 冲他脸上来了一拳,132.01744079589844
12,好 稍等 让我...,23.5653076171875
13,烧坏了他们家的 我管他是不是 要把自己的蛋蛋熔一块儿,92.21680450439453
14,我们有五个人,8.657723426818848
15,-我晚点会回复你的,33.60736083984375
16,那你为什么不拆穿我？,28.250003814697266
17,这和我们当初说好的不一样,29.18206787109375
18,我一说完 她就跑了,23.471738815307617
19,对 如果你认为这就算惊喜的话 看这个算不算,68.14335632324219
20,克拉夫特上校正在等你 我久仰你的大名,61.830078125
21,就像谁最终会赢也是他的意志一样,55.911808013916016
22,仇恨是一种负担,14.194409370422363
23,我们得对抗机会 工作 和基本服务的缺乏 如健康护理和教育,101.99469757080078
24,还有通讯和网上银行的功能,40.74745178222656
25,我已经用过了 所以没有,25.29473876953125
26,没有你的线人 报道读起来就像是随机凶杀案件,71.38543701171875
27,大高个.,23.14069366455078
28,-你很厉害,15.332385063171387
29,我真是不该来的,12.612711906433105
30,打牌而已，不用这样吧,29.371618270874023
31,他很自豪有95%的起诉率,45.89926528930664
32,老话说得好,11.759439468383789
33,-没怎么,14.567878723144531
34,他们把一生奉献给了筒仓 像我们每天做的那样,60.04214859008789
35,嘿 我老婆在哪里?,16.391740798950195
36,是我最喜欢的联调局探员呢,21.625059127807617
37,探望时间在9点就结束了,34.89682388305664
38,你确定全场人 不是在看她连衣裙上的破洞吗？,81.24282836914062
39,化验结果仍然一样,21.21417999267578
40,我们得往下走到林木线,38.446083068847656
41,天，我感觉太好了,19.647872924804688
42,等一下回来拿,16.00493621826172
43,当下有一个妇人、他的小女儿被污鬼附著、听见耶稣的事、就来俯伏在他脚前,98.36236572265625
44,We are card counters at the blackjack table 我们是牌桌上的算牌人 and we're gonna turn the odds on the casino. 我们要打破赌场的定律,276.7418212890625
45,谁在算呢？,13.527497291564941
46,我想我能试着分析下你 找到你紧张的根源,70.94963836669922
47,我好累,5.266246318817139
48,-我们也要来吗 长官？,34.639060974121094
49,要做到这一点。,10.528624534606934
50,如果你在意安全问题 这里有很多栏杆和坡道,71.52197265625
51,我们学校每个人也都 已经有明确安排了,60.02672576904297
52,但甩掉这负面情绪吧,44.7530632019043
53,下个产品 你想不到,26.73130226135254
54,- 外加配套的帽子,37.636962890625
55,鹰隼2号 中止任务 立即返回基地,54.3798828125
56,好吧 我本来想试着 打开这个库门 但是... 我这边有很多射线在门前交叉,115.40662384033203
57,我在一个大房子里 这里有个人说她是你朋友,54.380821228027344
58,想想看 有一天我也会死,25.534854888916016
59,收藏假枪有什么意义吗？,32.906856536865234
60,但他知道 劳动只能让人活着 而不能让人生活,80.2608642578125
61,该死的星期一 -,18.400981903076172
